True Strain (unitless),True Stress (Pa)
0.03130484982841253,1508015.3846153847
0.03140176313953164,1508161.5384615385
0.031498667059371016,1508307.6923076923
0.03159556158975058,1516393.076923077
0.03169244673248973,1516540.0
0.031789322489407336,1527274.6153846155
0.03188618886232173,1535364.1025641025
0.03198304585305074,1535512.8205128205
0.03207989346341165,1543604.6153846153
0.0321767316952212,1554345.8974358975
0.032273560550295635,1562441.0256410255
0.032370380030450646,1562592.3076923075
0.03246719013750141,1562743.5897435895
0.03256399087326258,1570841.7948717948
0.032660782239548276,1570993.846153846
0.03275756423817229,1571145.8974358975
0.03285433687094728,1581896.9230769235
0.03295110013968598,1590000.0000000002
0.03304785404620042,1590153.8461538462
0.03314459859230209,1598259.2307692308
0.033241333779801936,1609016.9230769232
0.03333805961051041,1609172.5641025642
0.033531483208792345,1617438.4615384617
0.03362818097998406,1625550.2564102565
0.033724869401620894,1625707.4358974358
0.03382154847551066,1636473.8461538462
0.033918218203460644,1636632.0512820515
0.03401487858727762,1644748.717948718
0.03411152962876782,1644907.6923076923
0.034208171329736956,1653026.6666666667
0.03430480369199024,1663800.7692307692
0.03440142671733232,1663961.5384615385
0.034498040407567356,1672084.6153846153
0.034594644764498965,1672246.1538461538
0.03469123978993026,1680371.5384615383
0.034787825485664024,1680533.8461538462
0.03488440185350188,1691316.666666667
0.034980968895245594,1691480.0000000002
0.03507752661269616,1699610.2564102565
0.035174075007654085,1707742.0512820515
0.03527061408191933,1707906.9230769232
0.035367143837291344,1718697.435897436
0.03546366427556906,1726833.3333333335
0.035656677208034684,1727166.6666666667
0.035656677208034684,1735138.205128205
0.03575316970581784,1735305.641025641
0.03594612677346909,1746272.3076923077
0.03604259134692931,1746440.7692307692
0.03613904661587314,1746609.2307692308
0.03623549258209536,1754753.846153846
0.036331929247390204,1762899.9999999998
0.036428356613551406,1763069.9999999998
0.03652477468237217,1773877.9487179485
0.03662118345564541,1782028.2051282055
0.03671758293516286,1782200.0000000002
0.0368139731227164,1782371.794871795
0.03691035402009715,1790525.1282051282
0.03700672562909574,1801340.7692307695
0.03710308795150226,1801514.3589743592
0.037199440989106304,1809671.7948717948
0.03729578474369693,1817830.7692307692
0.03739211921706269,1818005.8974358975
0.037488444410991605,1818181.0256410257
0.03758476032727121,1829005.3846153847
0.037681066967688484,1837169.2307692308
0.03777736433402992,1837346.1538461538
0.03787365242808149,1845512.3076923077
0.037969931251628626,1856343.3333333333
0.03806620080645628,1856522.0512820513
0.03816246109434886,1864692.3076923077
0.03825871211709027,1864871.7948717948
0.038451186374252634,1865230.7692307692
0.03854740961223883,1873404.8717948715
0.03864362359220453,1884245.6410256415
0.03873982831593065,1884426.9230769235
0.038836023785198216,1892605.1282051282
0.03893221000178754,1892787.1794871795
0.0390283869674784,1900967.6923076925
0.03912455468405008,1901150.512820513
0.03922071315328133,1912000.0
0.03931686237695041,1920184.6153846155
0.03941300235683506,1920369.230769231
0.03950913309471249,1928556.1538461538
0.03960525459235942,1928741.5384615383
0.039701366851552046,1939598.717948718
0.03979746987406606,1939785.1282051282
0.03989356366167662,1939971.5384615385
0.03998964821615841,1948164.1025641025
0.04008572353928558,1956358.205128205
0.04018178963283176,1956546.1538461538
0.04027784649857008,1967412.051282051
0.040373894138273164,1975610.2564102563
0.04046993255371312,1975799.9999999998
0.04056596174666175,1975989.7435897437
0.040757992472167826,1984381.5384615385
0.040757992472167826,1984381.5384615385
